"Duration..in.seconds.","Q54_First.Click","Q54_Last.Click","Q54_Page.Submit","Q54_Click.Count","Q48","Q55_First.Click","Q55_Last.Click","Q55_Page.Submit","Q55_Click.Count","Q42","Q44","Q45","Q46","Q53_First.Click","Q53_Last.Click","Q53_Page.Submit","Q53_Click.Count","Q10","Q50_First.Click","Q50_Last.Click","Q50_Page.Submit","Q50_Click.Count","Q11","Q51_First.Click","Q51_Last.Click","Q51_Page.Submit","Q51_Click.Count","Q13","Q52_First.Click","Q52_Last.Click","Q52_Page.Submit","Q52_Click.Count","Q1","Q56_First.Click","Q56_Last.Click","Q56_Page.Submit","Q56_Click.Count","Q57_First.Click","Q57_Last.Click","Q57_Page.Submit","Q57_Click.Count","X1_Q25","X1_Q60_First.Click","X1_Q60_Last.Click","X1_Q60_Page.Submit","X1_Q60_Click.Count","X1_Q20","X1_Q24","X1_Q61_First.Click","X1_Q61_Last.Click","X1_Q61_Page.Submit","X1_Q61_Click.Count","X2_Q25","X2_Q60_First.Click","X2_Q60_Last.Click","X2_Q60_Page.Submit","X2_Q60_Click.Count","X2_Q20","X2_Q24","X2_Q61_First.Click","X2_Q61_Last.Click","X2_Q61_Page.Submit","X2_Q61_Click.Count","X3_Q25","X3_Q60_First.Click","X3_Q60_Last.Click","X3_Q60_Page.Submit","X3_Q60_Click.Count","X3_Q20","X3_Q24","X3_Q61_First.Click","X3_Q61_Last.Click","X3_Q61_Page.Submit","X3_Q61_Click.Count","Q28_1","Q28_2","Q28_3","Q28_4","Q28_5","Q28_6","Q28_7","Q28_8","Q28_9","Q28_10","Q28_11","Q28_12","Q37","Q64_First.Click","Q64_Last.Click","Q64_Page.Submit","Q64_Click.Count","Q32_1","Q32_2","Q32_3","Q32_4","Q32_5","Q32_6","Q32_7","Q32_8","Q32_9","Q32_10","Q32_11","Q39","Q65_First.Click","Q65_Last.Click","Q65_Page.Submit","Q65_Click.Count","Q35_1","Q35_2","Q35_3","Q35_4","Q35_5","Q35_6","Q35_7","Q35_8","Q35_9","Q35_10","Q35_11","Q40","Q66_First.Click","Q66_Last.Click","Q66_Page.Submit","Q66_Click.Count","resp1","resp2","condition","firstlist","otherprompt","qID1","qID2","qID3","preamble","freelist","listitem","scalenumber","itemrefer","showprompt","id","completion_order","new","in.soft.launch"
"486","0","0","6.159","0","1","0","0","3.664","0","48","2","4","1","","","","","It's changes in the ozone layer which cause greater heat and extreme weather events.","5.966","5.966","35.354","1","1","10.268","10.268","11.866","1","","","","","","cat
dog
mouse","23.254","29.719","37.939","3","0","0","14.976","0","","","","","","pollution
deforestation
changing ecosystem","no comments","11.117","44.342","48.534","2","","","","","","sea levels rising
more frequent and more extreme weather events
extinction","no comments","9.411","39.765","44.523","2","1","8.85","8.85","10.8","1","reducing their carbon footprint","no comments","4.889","21.326","26.495","2","7","4","7","4","7","4","7","4","6","7","6","7","no recommendations","6.29","42.77","50.045","13","6","7","7","6","6","7","6","7","7","7","7","No recommendations","22.566","58.395","64.898","12","2","1","3","2","4","3","3","4","4","5","2","no recommendations","27.644","85.765","91.252","12","reducing their carbon footprint","","1","<li>reducing their carbon footprint</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",54,24,FALSE,FALSE
"765","0","0","14.461","0","1","0","0","2.762","0","56","1","3","1","","","","","changing climate (generally warming) due to man made interventions, mainly ozone depeletion","4.242","70.821","75.685","2","1","4.841","4.841","6.668","1","","","","","","dog
bird
lion","9.665","9.665","22.457","1","0","0","11.596","0","","","","","","ozone destroying emissions / gasses
industry
cars","","3.2","93.73","106.344","5","","","","","","temp rises
crops fail
sea level rises / polar caps melt","","5.907","5.907","49.633","1","1","4.19","4.19","11.075","1","give up cars / petrol / gas burning
give up mining / manufacturing
find alternatives eg solar","","9.612","114.377","254.614","3","7","7","5","7","1","6","7","7","7","7","4","4","","6.644","48.614","50.2","12","6","7","7","6","6","7","6","7","7","7","7","","10.504","37.513","39.222","13","1","2","4","2","4","3","4","4","1","4","3","","13.386","73.843","77.324","14","give up cars / petrol / gas burning","give up mining / manufacturing","1","<li>give up cars / petrol / gas burning</li><li>give up mining / manufacturing</li><li>find alternatives eg solar</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",55,49,FALSE,FALSE
"672","0","0","16.076","0","1","0","0","4.93","0","42","2","2","1","","","","","its the change of all worldly weather and pollution around the world ","4.504","4.504","50.652","1","1","4.583","4.583","5.861","1","","","","","","dog
horse 
emu","25.035","25.035","58.921","1","0","0","11.331","0","","","","","","pollution, 
humans
","","3.647","3.647","88.755","1","","","","","","the heat around the earth will increase and melt all the ice flooding the earth","","6.722","6.722","44.392","1","1","10.516","10.516","12.874","1","stop pollution
","","5.057","5.057","37.455","1","5","3","7","3","7","5","7","7","7","7","7","7","","4.672","69.654","73.12","15","5","6","7","5","6","6","5","6","4","4","7","","16.877","102.518","106.811","14","6","7","3","5","4","7","2","4","1","1","7","","45.991","93.759","95.39","11","stop pollution","","1","<li>stop pollution</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",56,65,FALSE,FALSE
"706","0","0","383.496","0","1","0","0","22.08","0","44","1","4","1","","","","","warming on the ice caps","7.452","7.452","21.173","1","1","1.77","1.77","2.993","1","","","","","","cat
dog
mouse","9.321","9.321","25.949","1","0","0","4.54","0","","","","","","pollution
sprays
fuels","pollution
sprays
fuels","3.251","3.251","40.607","1","","","","","","higher seas
storms
cyclones","higher seas
storms
cyclones","20.851","53.567","55.808","6","1","3.747","3.747","4.85","1","less fuels
go green
more sufficent","less fuels
go green
more sufficent","3.792","31.633","35.784","6","5","5","6","6","7","7","7","6","6","6","6","6","","28.868","41.123","42.618","12","5","5","6","6","6","7","7","6","6","6","7","","2.518","18.153","19.486","13","5","5","6","6","6","7","6","6","7","7","7","","2.249","6.873","8.436","11","less fuels","go green","1","<li>less fuels</li><li>go green</li><li>more sufficent</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",57,40,FALSE,FALSE
"359","9.969","9.969","11.002","1","1","0","0","2.044","0","68","2","3","1","","","","","The atmosphere is so polluted with waste from human use that the whole climate is changing","1.75","1.75","38.024","1","1","3.806","3.806","4.884","1","","","","","","lion
cat
dog","12.43","21.045","31.647","4","0","0","12.222","0","","","","","","Humans
pollution
factories","No","3.387","27.439","30.101","3","","","","","","High seas
hotter days
more storms","no","4.635","25.696","28.649","3","1","10.083","10.083","11.367","1","re cycle
stop using plastics
plant trees","no","2.987","29.972","32.605","3","6","5","7","5","3","5","6","5","6","6","6","6","No ","4.267","32.963","37.365","16","5","6","7","5","5","7","5","7","6","6","5","No","7.029","32.559","35.633","15","3","2","3","2","3","3","4","4","3","5","2","No","10.782","45.085","48.586","15","re cycle","stop using plastics","1","<li>re cycle</li><li>stop using plastics</li><li>plant trees</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",58,2,FALSE,TRUE
"745","0","0","4.85","0","1","1.614","1.614","1.918","1","36","1","4","1","","","","","Climate change means the global warming phenomenon in which case we are causing the climate to change, by producing too much carbon dioxide into the atmosphere which in return causes the temperature to become warmer.  ","3.701","89.251","134.052","7","1","5.036","5.036","5.931","1","","","","","","cat
dog
mouse","8.488","8.488","17.865","1","0","0","1.965","0","","","","","","Too much carbon dioxide being produced into the atmosphere which causes the atmosphere to become warmer, in which case affects the melting of the earth`s ice caps. ","none","3.68","141.718","142.649","4","","","","","","Quite possibly another global ice age which will last for generations and results in the death of billions of people, and possibly the extinction of many species including human beings. ","none","4.508","99.062","102.536","7","2","8.629","8.629","10.723","1","Raise the awareness of people around the world about it, and if possible reducing the amount of carbon dioxide produced into the air. producing more environmentally friendly products, factories, and vehicles.","none","5.533","101.974","105.377","6","7","5","7","4","7","4","7","7","7","7","7","7","no","3.846","44.935","48.887","14","7","7","7","7","7","7","7","7","7","7","7","","16.57","44.994","46.255","12","1","1","4","1","1","2","2","2","1","4","1","","14.941","70.378","71.73","11","Raise the awareness of people around the world about it, and if possible reducing the amount of carbon dioxide produced into the air. producing more environmentally friendly products, factories, and vehicles.","","1","<li>Raise the awareness of people around the world about it, and if possible reducing the amount of carbon dioxide produced into the air. producing more environmentally friendly products, factories, and vehicles.</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",59,13,FALSE,TRUE
"514","4.885","5.587","7.365","2","1","1.957","1.957","3.024","1","69","2","3","1","","","","","a natural feature that appears to happen cyclically","2.105","2.105","34.087","1","3","7.394","7.394","8.501","1","2","3.396","3.396","4.921","1","bear
tiger
shark","3.24","23.088","24.002","4","0","0","3.982","0","","","","","","carbon dioide
population growth
age of earth","i believe we are just undergoing a cycle in the universe","4.969","57.113","80.161","3","","","","","","drough
flood
erosion","no","4.708","26.891","28.242","4","2","8.896","10.808","11.701","2","emit less exhaust fumes
contain population growth
control or eliminate fumes","no","5.954","73.658","77.001","3","6","5","6","5","7","6","5","6","6","6","5","7","no","5.592","61.965","63.006","19","6","6","6","4","5","6","5","6","4","4","6","control population
control emissions
control waste","9.239","45.079","63.441","14","2","1","1","1","2","1","1","1","1","4","1","no","5.316","51.554","55.376","15","emit less exhaust fumes","contain population growth","2","<li>emit less exhaust fumes</li><li>contain population growth</li><li>control or eliminate fumes</li>","","3_QID20","","","climate change is occurring","society could do to stop or reduce climate change","things that","4","that","0",60,88,FALSE,FALSE
"1157","0","0","27.441","0","1","0","0","4.115","0","73","1","3","1","","","","","to according to all I have read the planet is warming so the poles will start to melt and the oceans will rise flooding quite a portion of the planet.","33.832","33.832","121.771","1","3","12.28","12.28","14.936","1","1","8.697","8.697","20.579","1","rabbit 
cow
sheep","43.635","43.635","85.301","1","0","0","43.533","0","","","","","","Hydro carbon
carbon emissions
decrease of the ozone level","no","18.455","211.365","216.979","9","","","","","","crops will fail
poles will melt
oceans will lift flooding a large potion of the planet
","no","21.666","126.617","133.573","2","3","18.892","18.892","21.203","1","it is a natural condition society can slow the progress but not reverse it Nature will eventual will win","no","7.903","72.511","77.766","2","5","5","5","5","3","4","6","5","6","6","6","6","no quite good","31.128","90.424","103.572","13","6","6","6","4","4","6","6","6","6","6","6","","31.108","90.26","95.11","11","4","4","4","4","4","4","3","4","4","4","3","","17.897","98.191","101.729","14","it is a natural condition society can slow the progress but not reverse it Nature will eventual will win","","2","<li>it is a natural condition society can slow the progress but not reverse it Nature will eventual will win</li>","","3_QID20","","","climate change is occurring","society cannot stop or reduce climate change","reasons why","4","for why","0",61,31,FALSE,FALSE
"371","0","0","28.463","0","1","0","0","1.532","0","28","2","5","1","","","","","it a change in the climate due to human activities","2.549","4.497","31.267","2","1","2.899","2.899","4.442","1","","","","","","cat
dog
lion","6.753","14.967","27.268","4","0","0","24.666","0","","","","","","nuclear plants
too much usage of natural stuff
deforestation ","","4.201","47.677","50.101","3","","","","","","droughts 
extreme cold weather ","","3.676","31.257","35.318","4","1","3.996","5.744","6.922","2","plant more trees
reduce usage of fuel ","","1.32","18.089","19.384","2","7","4","7","4","7","3","7","6","6","6","5","6","","5.084","38.198","41.688","17","6","7","7","7","7","7","7","7","7","7","6","","5.666","25.07","25.372","14","6","6","4","7","6","6","5","5","6","5","7","","8.569","43.076","44.196","14","plant more trees","reduce usage of fuel ","1","<li>plant more trees</li><li>reduce usage of fuel </li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",62,83,FALSE,FALSE
"424","0","0","13.299","0","1","0","0","2.492","0","38","1","4","1","","","","","the increasing and unpredictable weather changes brought on by the reducing ozone layer","95.79","109.215","133.584","3","1","2.6","2.6","5.052","1","","","","","","snake
slough
hedgehog","7.931","20.283","25.309","3","0","0","5.161","0","","","","","","industry and burning coal","na","2.698","2.698","34.013","1","","","","","","large number of cows","na","3.542","17.805","19.047","2","1","1.608","1.608","2.61","1","burning coals","na","7.12","20.728","22.041","2","6","7","6","6","5","6","6","5","4","4","4","6","na","1.06","11.236","18.415","18","7","5","6","6","5","7","6","5","5","4","5","na","26.523","34.179","36.678","17","6","7","6","6","5","4","5","5","4","4","5","na","35.897","43.21","45.032","16","burning coals","","1","<li>burning coals</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",63,58,FALSE,FALSE
"2833","0","0","4.979","0","1","0","0","2.845","0","61","1","3","1","","","","","The mean temperature of the earth is changing over time affecting the environment in which we live","2.262","2.262","36.057","1","1","2.883","2.883","3.924","1","","","","","","cat
dog
mouse","13.217","30.822","33.666","3","16.592","16.592","17.72","1","","","","","","exhaust gases
animals in farming for meat production
power production using coal
exhaust gases","none","2.425","113.689","117.883","2","","","","","","Ocean sea levels rise
Increasing climate extremes eg Drought 
Loss of animal habitats","","2263.555","2309.049","2338.157","2","1","10.23","10.23","11.397","1","Move to renewable power
reduce meat consumption from cattle
reduce pollution
drive electric cars","","2.133","2.133","64.501","1","7","6","7","7","1","4","4","5","7","7","3","3","none","5.111","45.527","48.67","13","6","7","7","6","6","7","6","7","7","6","7","","11.002","36.595","38.47","12","3","4","4","2","2","3","3","4","3","3","3","","19.221","72.745","75.672","13","Move to renewable power","reduce meat consumption from cattle","1","<li>Move to renewable power</li><li>reduce meat consumption from cattle</li><li>reduce pollution</li><li>drive electric cars</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",64,21,FALSE,TRUE
"769","0","0","14.865","0","1","0","0","4.812","0","72","2","2","1","","","","","To me it means any long term global warning and greenhouse effect.","2.48","107.896","115.48","3","1","3.617","3.617","5.022","1","","","","","","Carbon Dioxide
Greenhouse Gas
Power Plants","73.988","107.115","116.294","5","0","0","23.354","0","","","","","","Greenhouse effect
Global warming
Fuel Emissions","","2.796","47.668","54.101","4","","","","","","The weather will get warmer
Vegetation will cease to exist
More Greenhouse emissions","","9.753","48.785","70.811","3","1","7.092","7.092","10.964","1","Talk with your children about it.
Reduce electricity
Reduce car emissions
Build strong communities","","3.7","3.7","126.972","1","7","7","7","7","7","7","7","7","7","7","6","7","","7.454","31.334","34.857","13","6","7","7","7","7","7","7","7","7","7","7","","17.373","45.669","47.871","13","3","2","1","2","1","2","1","1","1","1","1","","11.31","95.461","98.504","13","Talk with your children about it.","Reduce electricity","1","<li>Talk with your children about it.</li><li>Reduce electricity</li><li>Reduce car emissions</li><li>Build strong communities</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",65,66,FALSE,FALSE
"1405","3.026","3.026","28.132","1","1","0","0","4.467","0","75","2","2","1","","","","","MAN MADE DETERIORATION OF THE CLIMATE CAUSED BY VARIOUS POLLUTION CAUSING POLLUTIONS BEING RELEASED INTO THE EARTHS ATMOSPHERE. ","3.575","76.154","206.713","3","1","5.377","5.377","7.723","1","","","","","","cat
dog
mouse","17.979","67.1","93.234","3","16.438","16.438","33.295","1","","","","","","burning of fossil fuels
car exhaust fumes
aircraft","","5.708","5.708","179.825","1","","","","","","more violent weather like cyclones,tornado's,droughts,fires and earthquakes.
shrinking of the ice and rising tides in the arctic regions.","","9.167","315.949","334.472","2","1","5.481","5.481","7.381","1","stop burning fossil fuels,change to solar or wind instead for power. drive either electric or duel-powered  vehicles.","","4.23","52.32","188.367","3","7","7","7","7","7","7","7","7","7","7","7","7","NO","5.846","47.694","53.359","15","7","7","7","7","7","7","7","7","7","7","7","NO","16.435","46.116","49.67","15","1","1","4","3","4","2","3","3","7","7","1","","15.806","153.02","162.6","17","stop burning fossil fuels,change to solar or wind instead for power. drive either electric or duel-powered  vehicles.","","1","<li>stop burning fossil fuels,change to solar or wind instead for power. drive either electric or duel-powered  vehicles.</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",66,19,FALSE,TRUE
"474","0","0","6.179","0","1","0","0","2.558","0","61","1","3","1","","","","","It is a term used to describe changes in the world climate that affect the way we live, mainly, temperature rises. The term has come to imply these temperature changes are because of human activities","2.148","53.954","86","3","1","2.971","2.971","4.093","1","","","","","","elephant
lion
mouse","3.825","11.866","19.399","2","0","0","9.282","0","","","","","","human activity
animal (livestock) gases
pollution","none","3.063","49.583","52.976","2","","","","","","sea level rises
changes in rainfall
biodiversity loses","none","3.877","43.807","53.126","2","1","11.35","11.35","12.501","1","reduce emissions
increase tree cover
change to more vegetarian diet
","","2.08","39.112","70.472","5","7","5","7","7","1","5","4","7","7","7","5","4","none","4.312","29.799","35.857","14","5","7","7","5","5","7","5","7","7","7","7","none","7.082","28.552","31.925","12","2","3","2","1","1","1","3","4","3","3","3","none","17.803","52.312","55.137","13","reduce emissions","increase tree cover","1","<li>reduce emissions</li><li>increase tree cover</li><li>change to more vegetarian diet</li>","","3_QID20","","","","society could do to stop or reduce climate change","things that","4","that","0",67,63,FALSE,FALSE
"1340","0","0","9.801","0","1","0","0","4.561","0","71","2","2","1","","","","","What people  assume to be the effect that humans have on the climate","12.527","12.527","206.687","1","1","6.041","6.041","7.748","1","","","","","","cat
dog
mouse","15.986","15.986","39.424","1","19.218","23.237","25.862","2","","","","","","natural occuring
time
","I believe humans control the climate on a minor level. Climate change has been occuring since the beginning of time. Human's have a large degree of arrogance to think they can influence the weather to such a degree. They have only been monitering the weathe for a brief time considering how long the earth has been here","10.044","260.922","330.708","5","","","","","","If humans leave it alone very little will happen to change it.
If man interferes all what happen is the politicians will screw the world up. It is a money grabbing thing to make the assumption that we are causing it to the level we are being accused of.","Back of with climate change rubbish","7.101","154.572","177.976","2","3","4.525","4.525","7.936","1","Climate has changed naturally since the beginning and maybe very very little impact is from humans.
Particularly in Australia when we are being used as bunnys to do the work of all the countries like China and INdia  for no effect for Australia. Just to bankrupt us for literally zero","Noe doubt they will have no trouble understanding my position","2.653","144.401","175.287","2","1","2","2","1","1","1","1","1","1","1","1","1","carbon dioxide is a natural gas that is needed and  is such a very tiny amount that  even the politicians can't tell how much.  the people of Australia are being completely conned","7.811","35.776","154.084","13","1","1","1","1","1","1","1","1","1","1","1","Leave things alone .
The only reason these things will happen is with human interfering","13.404","73.786","84.062","13","4","4","4","4","4","4","4","4","4","4","4","Just let nature take it's course.","20.824","51.282","69.917","14","Climate has changed naturally since the beginning and maybe very very little impact is from humans.","Particularly in Australia when we are being used as bunnys to do the work of all the countries like China and INdia  for no effect for Australia. Just to bankrupt us for literally zero","1","<li>Climate has changed naturally since the beginning and maybe very very little impact is from humans.</li><li>Particularly in Australia when we are being used as bunnys to do the work of all the countries like China and INdia  for no effect for Australia. Just to bankrupt us for literally zero</li>","","3_QID20","","","","society cannot stop or reduce climate change","reasons why","4","for why","0",68,9,FALSE,TRUE
"523","45.159","45.159","46.572","1","1","0","0","2.678","0","20","1","3","1","","","","","a change in global or regional climate patterns, in particular a change apparent from the mid to late 20th century onwards and attributed largely to the increased levels of atmospheric carbon dioxide produced by the use of fossil fuels.","1.951","26.773","30.827","2","3","6.878","6.878","10.216","1","2","42.415","42.415","46.251","1","Tiger
Magpie
Mosquito","2.574","40.155","41.354","4","0","0","4.453","0","","","","","","IDK
IDK
IDK","IDK","3.085","68.126","72.013","5","","","","","","IDK
IDK
IDK","IDK
","16.005","30.047","36.361","3","2","3.256","3.256","8.328","1","DUNNO
DUNNO
DUNNO","DUNNO
","0.775","50.755","53.838","6","7","7","7","7","7","7","7","7","7","7","7","7","noooooooooooooooooopeeeeeeeeeeeeeeeee","11.937","25.834","32.082","18","7","7","7","7","7","7","7","7","7","7","7","NOPEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE","1.587","39.704","40.741","17","7","7","7","7","7","7","7","7","7","7","7","NOPEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE","4.74","60.312","61.34","26","DUNNO","DUNNO","2","<li>DUNNO</li><li>DUNNO</li><li>DUNNO</li>","","3_QID20","","","climate change is occurring","society could do to stop or reduce climate change","things that","4","that","0",69,7,FALSE,TRUE
